user_address,profit_in_usdt,volume_traded
0x24f7eF98522dd61D529464f67BB3ffe96eA8AFC2,50138266.45908045,"{'WETH': 40479.283855532536, 'USDT': 63051263.89802101, 'USDC': 61190750.05151495, 'MATIC': 18973.545386677077, 'UNI': 634729.5487059575}"
0x448166a91e7BC50D0ac720C2FBED29e0963F5af8,37258096.69254573,"{'WETH': 20877.06679686541, 'USDT': 24583658.55028701, 'DAI': 6626084.6679372955, 'USDC': 15598351.912645005, 'MATIC': 2409317.8505099746, 'UNI': 1981275.159653278}"
0xAFdAA6776cE03307469014a90f6b349C3b811e26,34213312.91150594,"{'WETH': 20316.90301570972, 'USDT': 37563217.08888104, 'USDC': 8718574.592946999, 'UNI': 2566802.2104376545}"
0x5d3A10E4cd115311eD3599BE26A60ABF279871F2,33731458.591005914,"{'WETH': 26064.687870730984, 'USDT': 43003209.93254001, 'USDC': 31324010.948268995, 'MATIC': 29296.099755222895, 'UNI': 1046253.4369883073}"
0x93793Bd1f3e35a0Efd098c30e486A860A0ef7551,31455127.719260667,"{'WETH': 18557.76912958193, 'USDT': 21559894.046095006, 'DAI': 4083775.059435078, 'USDC': 10804311.294457998, 'MATIC': 2507829.1197943217, 'UNI': 2031786.298992414}"
0x82fab289311422664A26864322bF88eAbF5B4131,25347946.703002166,"{'WETH': 16717.006931567834, 'USDT': 27091671.848229997, 'DAI': 5274366.953590799, 'USDC': 18738709.262573007}"
0x675bB023e268dCC43F543620577bCacB73047f08,25288536.033588573,"{'WETH': 16866.309838727655, 'USDT': 10911438.196935, 'USDC': 35788346.23890699, 'MATIC': 51283.81816103841, 'UNI': 718939.8185093943}"
0x3d9aAE030B9661e3605b3acB5d0385EDE221a0cC,24459530.818183474,"{'WETH': 13812.747077037091, 'USDT': 17324088.77027201, 'DAI': 4265110.109462137, 'USDC': 10142387.846307991, 'MATIC': 1457008.5554250772, 'UNI': 1313741.6615018963}"
0x2c937e3B0Ea4198303d85aE11e4ac5fe3181c990,23763082.933737848,"{'WETH': 17246.59561561789, 'USDT': 28562734.548867002, 'DAI': 4733273.035399938, 'USDC': 20564026.578729007}"
0x12DDE15d3BC00d69fB6f94b5aFe8CB71A364756c,23747923.88923975,"{'WETH': 16324.320178949689, 'USDT': 22339178.749505993, 'DAI': 5788958.687766765, 'USDC': 21769038.699849986}"
0x58A497019644D8C383C8D3764C32fFD43506e836,23016980.84379625,"{'WETH': 15980.251615608602, 'USDT': 25585342.377735, 'DAI': 5440235.907475613, 'USDC': 18014261.912426997}"
0x104Da4EFB22A7E560e6df9C813E5eB54ca038737,22630506.297291405,"{'WETH': 16472.427870987987, 'USDT': 24780127.576448016, 'DAI': 4693674.0471863635, 'USDC': 20912206.29486201}"
0x81DC771e308C76C3E06f635ABEd7FB24830FB824,22271357.046767592,"{'WETH': 14939.777186956819, 'USDT': 23108552.152267013, 'DAI': 4931622.266638349, 'USDC': 18315468.58928699}"
0x56fc0708725A65eBb633eFDaeC931c0600A9faCE,22239245.511530075,"{'WETH': 15599.559618707946, 'USDT': 20765627.022622995, 'DAI': 5629853.9786584955, 'USDC': 22284520.016629}"
0xff5910AB899D4d8CA4fF3b99f93a62BDDBEDA77E,22173097.038803834,"{'WETH': 14752.823232616607, 'USDT': 21291296.683836006, 'DAI': 5324753.828494846, 'USDC': 19026961.400755998}"
0xAd35ED1cfe7c17c7B06c5c5d0672C57dA4925299,22095016.360307775,"{'WETH': 15594.168025032326, 'USDT': 23811307.85530799, 'DAI': 5705577.580942109, 'USDC': 19429989.652130995}"
0xeBedc8e9Ff409b23Dd251F87cCBfFA8075f87255,21889071.597037114,"{'WETH': 15789.208688658211, 'USDT': 23964104.084815, 'DAI': 4735274.678216993, 'USDC': 19546691.05301501}"
0x5fA60dd1d2809604496d3315ab6F878Bd59F64d4,21875881.01548103,"{'WETH': 14613.334412487791, 'USDT': 22705761.867997997, 'DAI': 4764005.199285417, 'USDC': 18178918.020953998}"
0xd2700e7bBe0A8AF6D6C5b3f61d27855dAa425A53,21770044.299481902,"{'WETH': 15412.209159582515, 'USDT': 22370134.592876002, 'DAI': 4827631.283817267, 'USDC': 20162108.018797994}"
0x3A67b184803641ba107C4c75276D747D123e49ca,21332640.494525723,"{'WETH': 15101.668159597804, 'USDT': 22203831.276043, 'DAI': 5234229.701532216, 'USDC': 19453310.873636995}"
0x51301F41c8F83fBDFFaEeE11F846E9C114fB8046,21313560.173805177,"{'WETH': 15299.12925141466, 'USDT': 23277137.55659, 'DAI': 5286533.349965763, 'USDC': 19223800.81985001}"
0x6f0A91Ef8Adeb54DB0E63BE507747aB9a31d3926,21241098.72400835,"{'WETH': 16356.705124860759, 'USDT': 23437786.04443299, 'DAI': 5451466.146528684, 'USDC': 21647250.609814003}"
0x0cac3d1a887206e0f6169222C4504301A8b4b993,21018108.92195795,"{'WETH': 13359.210274952598, 'USDT': 20101612.854991995, 'DAI': 4455527.83076276, 'USDC': 15219935.165679002, 'MATIC': 372429.2377004898, 'UNI': 99992.30094565846}"
0xBbAD96336943A36E3e292D973B3382dd0bA4D1EF,20727861.831295095,"{'WETH': 13249.02702277992, 'USDT': 20911818.189556, 'DAI': 5508567.871046299, 'USDC': 13938366.077489994, 'MATIC': 351772.7815274425, 'UNI': 62698.64056851996}"
0xF72837a9fce033d57094f52e4f88F129502fA067,20606869.123954993,"{'WETH': 15195.439014233687, 'USDT': 20924391.315169994, 'DAI': 6518739.09537761, 'USDC': 19009379.313060995}"
0x9eb9E9B2bA5c2665a16beaa8E137410358B6BeaF,20440963.40122986,"{'WETH': 14878.013774745328, 'USDT': 23278305.662382998, 'DAI': 4810070.46231468, 'USDC': 18176912.665412996}"
0xeAA9EbddD373c4bd8bb92dFcC9c7E7FCdb268e51,20418065.111478325,"{'WETH': 15508.378007111138, 'USDT': 22793171.221285, 'DAI': 4355717.970283372, 'USDC': 20821563.305003993}"
0xbAa3Ef11659D347Aae75c7bb67e29f1f8bB90843,20152261.413236767,"{'WETH': 14877.930680314954, 'USDT': 21608346.554593004, 'DAI': 6193596.790038077, 'USDC': 18419039.386978995}"
0x93F635372008B7c5d770AAa6Ff313454c8dc498c,19420003.19913192,"{'WETH': 13210.710877575726, 'USDT': 18913720.892047007, 'DAI': 5299422.582810268, 'USDC': 14357345.373217, 'MATIC': 398812.73000804766, 'UNI': 75203.4129148363}"
0xbbDE9f0C24b6F59D7E828bb4E129992BE0cDC237,19106426.186650172,"{'WETH': 11823.86301839729, 'USDT': 15677651.645252002, 'DAI': 4795690.74256436, 'USDC': 9442692.369961003, 'MATIC': 706048.2905600775, 'UNI': 839787.2292773902}"
0x867bDC57D1B071FE5A9F670Dd70b91E4269814D3,19075680.71160381,"{'WETH': 16312.340600432368, 'USDT': 23985914.57500199, 'DAI': 4708052.549097798, 'USDC': 22186125.366584}"
0xb36ce3F521a1FF4B0CffB82DDd71F0a51fCf56ce,18906780.330880277,"{'WETH': 13802.147581539191, 'USDT': 22991094.712266997, 'DAI': 4353653.38577684, 'USDC': 14819363.364980992}"
0x60b86AF869f23aEb552fB7F3CaBD11B829f6Ab2F,18580454.573300567,"{'WETH': 12669.282269571328, 'USDT': 17651034.816632997, 'DAI': 5740493.924399638, 'USDC': 14134642.506423002, 'MATIC': 351394.5257353894, 'UNI': 108504.79177271787}"
0xC8DF1A5953aa7F62a35Ff1501E0C10eb3c33eBfe,18509100.48073965,"{'WETH': 15354.193425039, 'USDT': 24051281.764091, 'DAI': 5334205.4316038005, 'USDC': 18111811.511122998}"
0x431B5A84aCC1297Eda88259f300262F1bc3A74f3,18195675.910386708,"{'WETH': 13210.49827827535, 'USDT': 19871240.858752, 'DAI': 5067305.809676783, 'USDC': 14743012.188392004, 'MATIC': 312658.8190110835, 'UNI': 88547.06820828811}"
0xD6f4567bfa29BC70B26dCCAeb07E5868905D667c,17683819.593700614,"{'WETH': 13766.436611696046, 'USDT': 19565754.143875003, 'DAI': 5968624.493941648, 'USDC': 16884451.404772}"
0x43e4715ae093a4C86B5eCdDb52216c4f879e9672,17677010.823449064,"{'WETH': 12111.039071407065, 'USDT': 15280009.384256003, 'DAI': 4979477.211744054, 'USDC': 16239021.705591002, 'MATIC': 270735.7176973735, 'UNI': 62270.630407167104}"
0x26bce6eCb5b10138e4bf14aC0ffcc8727FEF3B2e,17518229.21956865,"{'WETH': 12682.062692262984, 'USDT': 14670312.912317999, 'DAI': 3974932.4922241694, 'USDC': 18814632.541729007, 'MATIC': 525897.969008492, 'UNI': 112633.47224114648}"
0x042523DB4F3Effc33d2742022B2490258494f8B3,17325966.099938564,"{'WETH': 11733.059978799673, 'USDT': 17486975.031329006, 'DAI': 5269374.0797644155, 'USDC': 12370514.06081799, 'MATIC': 232134.03160575987, 'UNI': 121589.8572070877}"
0x36a454aEF52938c8637CD4689B2980C1Cfd43389,17027926.493913595,"{'WETH': 13115.756852788027, 'USDT': 16520903.056157995, 'DAI': 5176404.042567686, 'USDC': 16859382.927601993, 'MATIC': 235628.60216963504, 'UNI': 112943.06996031261}"
0x4603180BBB8221157880AfaA84638E0fc467738D,17025069.200094234,"{'WETH': 11856.95279989455, 'USDT': 16207994.575918995, 'DAI': 4882762.036271117, 'USDC': 13693856.210329996, 'MATIC': 368259.07775555685, 'UNI': 119350.60791127435}"
0x065e3DbaFCb2C26A978720f9eB4Bce6aD9D644a1,17015542.961238008,"{'WETH': 12047.726361763627, 'USDT': 16757378.421440007, 'DAI': 5458965.192897376, 'USDC': 14033130.045131996, 'MATIC': 389874.4536664866, 'UNI': 69138.04338880007}"
0xFF82BF5238637B7E5E345888BaB9cd99F5Ebe331,16828951.887942243,"{'WETH': 11783.346802118782, 'USDT': 18052205.64349299, 'DAI': 4353192.419244206, 'USDC': 12652857.445223004, 'MATIC': 232997.37561081885, 'UNI': 64856.38438353055}"
0x9AAb3F81604c683a1a0D14019FBfe15bef7aA1ee,16826361.263659775,"{'WETH': 11672.885621813468, 'USDT': 19851765.694196004, 'DAI': 4744517.133012846, 'USDC': 10127061.133197995, 'MATIC': 229483.0155065234, 'UNI': 94086.19532660359}"
0xfb9779477e5b4834BF2bC02dD29b97b344d0F700,16787347.753028948,"{'WETH': 11466.973931728206, 'USDT': 15950397.180984002, 'DAI': 5336344.958012667, 'USDC': 12837346.665871, 'MATIC': 334448.02652265783, 'UNI': 75044.97046746951}"
0x1c8F6A5F009E051CaB9C3851ca2DA2c936b2775A,16696767.483159319,"{'WETH': 12685.552414054217, 'USDT': 16788153.886916, 'DAI': 4630173.3582794955, 'USDC': 15747386.812933005, 'MATIC': 448675.4962655686, 'UNI': 149032.1457234406}"
0x3EFf3Dc5A4f5c65d28E88dc8fD22800979C9E7C6,16646872.415096538,"{'WETH': 10267.145645631434, 'USDT': 14001935.153096002, 'DAI': 4529386.2310642935, 'USDC': 8453999.957752, 'MATIC': 440482.2533229712, 'UNI': 575681.8711785428}"
0xA5A13F62ce1113838e0d9B4559b8CAf5F76463C0,16529669.276899599,"{'WETH': 12225.607331227651, 'USDT': 16862282.065194007, 'DAI': 4699639.106503157, 'USDC': 14180769.98677, 'MATIC': 376422.86383708066, 'UNI': 154091.09011541883}"
0x6046945C5B5eF5933b8E73a98A6AD7bF3e031df7,16464398.086826503,"{'WETH': 12204.594599528471, 'USDT': 18199381.90264601, 'DAI': 4241348.040913327, 'USDC': 14146331.405474998, 'MATIC': 334266.2306056087, 'UNI': 103047.75058484418}"
0xeCa2e2D894D19778939bD4DfC34D2a3C45E96456,16122424.442410955,"{'WETH': 11367.58097976673, 'USDT': 17204272.412722994, 'DAI': 5153040.206721071, 'USDC': 11026708.308116993, 'MATIC': 578268.9710071953, 'UNI': 119337.01696860914}"
0x76e40D0a69Fd81826B5eb7D18145626d46EAFdef,15296156.607688773,"{'WETH': 11794.866721892311, 'USDT': 17214351.027191002, 'DAI': 4470681.482263563, 'USDC': 12501459.114357004, 'MATIC': 431849.99073714047, 'UNI': 156115.93610978182}"
0xFDe0d1575Ed8E06FBf36256bcdfA1F359281455A,14658495.729256302,"{'WETH': 13438.347494695856, 'USDT': 23391972.052938998, 'DAI': 507053.64203787234, 'USDC': 10204980.209432002, 'MATIC': 29547.128414210776, 'UNI': 17422.676157869817}"
0x604d23a2EBB002DF6Fdc77B82da716222ca43B8b,13532217.827052508,"{'WETH': 8873.760036777676, 'USDT': 11781676.506258996, 'DAI': 4401162.127005894, 'USDC': 7756848.798602999, 'MATIC': 321781.7733158687, 'UNI': 416501.8032859478}"
0x2F61d0dE31C5bb5025A6D67c09468FD228562db9,13486806.772479618,"{'WETH': 11314.474063714968, 'USDT': 26672943.945708, 'USDC': 3912810.998146, 'UNI': 568839.1556062506}"
0x22B0351D445840dB59B97df3808dd642DCB17e96,12919402.778998388,"{'WETH': 8214.612017510992, 'USDT': 11588623.021281997, 'DAI': 3220946.3694328447, 'USDC': 7815537.834039997, 'MATIC': 333284.885721817, 'UNI': 288768.2731619928}"
0xD1Fa51f2dB23A9FA9d7bb8437b89FB2E70c60cB7,10915971.196353523,"{'WETH': 8725.669947271694, 'USDT': 14076257.215413006, 'DAI': 3070648.3432414467, 'USDC': 4057337.7511289995, 'MATIC': 32367.349638642707, 'UNI': 174482.2777568571}"
0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,8342887.385598512,"{'WETH': 6485.94100020005, 'USDT': 9992547.562190998, 'DAI': 1248172.6567282754, 'USDC': 3185366.0555099994, 'MATIC': 2028563.350386891, 'UNI': 224524.04775110495}"
0x9359269CFBb80d154129Dd9B0074cD7336B9a3A6,7246660.023881361,"{'WETH': 4628.9527915918725, 'USDT': 5189604.923559001, 'DAI': 2065102.6626297887, 'USDC': 5370147.102706001, 'MATIC': 88345.9140683665, 'UNI': 144302.72637127148}"
0x66c6778DEdbA51B87103c8543EE751e7Cd960659,7214394.579952767,"{'WETH': 5552.8485564838875, 'USDT': 7015192.564754998, 'DAI': 2746084.3100683135, 'USDC': 5935998.736151002, 'MATIC': 117754.92452445999, 'UNI': 141022.67623962188}"
0xbeccf19b026f12677e5Ce1Ce9e2D94dcc4772fEB,5860164.984784882,"{'WETH': 3803.9921769402854, 'USDT': 4276810.691794998, 'DAI': 1627854.6303281046, 'USDC': 4056478.0113600013, 'MATIC': 78276.40504854228, 'UNI': 177701.26289587386}"
0x44151E75925860BE5dba0D0f705D03AbB6e6BBd9,5368780.054463157,"{'WETH': 3809.540853536648, 'USDT': 7243282.006111, 'DAI': 1421291.1397019962, 'USDC': 2770677.8803220005, 'MATIC': 4428.385224741515, 'UNI': 7591.7218410721125}"
0xF7bF389531Bea3bA0fdD3EcD63B8fEEb37b039E3,5197351.680283049,"{'WETH': 2769.4356482828193, 'USDT': 2240913.6120619997, 'DAI': 629186.0605909172, 'USDC': 2277062.026808, 'MATIC': 158580.2687176622, 'UNI': 408625.7296980758}"
0xE4613aF9ecdF8db83707546Af9d4Bd9dA76CE504,5115079.186757265,"{'WETH': 2661.811216629518, 'USDT': 2027726.5531990002, 'DAI': 340905.9817265932, 'USDC': 2043100.265248, 'MATIC': 107721.76548043719, 'UNI': 454833.806477907}"
0x1057c855a823203B32f49e1C1741a77FBe13Ae31,5007190.903882792,"{'WETH': 3105.987836721672, 'USDT': 3212067.8155259984, 'DAI': 214286.32901210024, 'USDC': 2139872.775917, 'MATIC': 158260.10496160487, 'UNI': 454893.11363920226}"
0xDe2a3B8017453b4068a7B2a692f2456DabDb7A25,4926280.743564734,"{'WETH': 3256.3615196019045, 'USDT': 3975638.2920589997, 'DAI': 523292.7522980479, 'USDC': 2271046.7105979994, 'MATIC': 198370.68313578164, 'UNI': 388116.35255943285}"
0x3B40aF8E80b09F4A54b1eb763031D4880f765BdC,4899499.709619842,"{'WETH': 2835.7440377327907, 'USDT': 2330460.7464660006, 'DAI': 750364.3668966711, 'USDC': 2437833.436275, 'MATIC': 113270.08519522165, 'UNI': 375787.6795142092}"
0x8357eFA84F91013Bd6b285eF0f6b93C211cC3d9d,4893814.348517989,"{'WETH': 3040.445855501482, 'USDT': 2949201.9189339997, 'DAI': 1712707.3729440295, 'USDC': 3390190.1055909987, 'MATIC': 86206.50312399969, 'UNI': 128703.26680554755}"
0x05a94A8Dd7eb1ba5b1114CC5eF18855A221Ac317,4877238.2549839085,"{'WETH': 2816.147945444142, 'USDT': 2278529.979869, 'DAI': 421930.3901764577, 'USDC': 2448105.7644339995, 'MATIC': 145013.42151950387, 'UNI': 421790.8623927318}"
0x50dcb3f5766527319CA2F3BE8dae5FD24b72C807,4838244.383849496,"{'WETH': 2842.008804725615, 'USDT': 1985168.1299929996, 'DAI': 362228.9646483614, 'USDC': 2872118.59214, 'MATIC': 216151.35494112564, 'UNI': 384691.35717634193}"
0xF0361B42b5b28D31F7c407F792c343b86E4983FE,4815546.055420535,"{'WETH': 2807.034087546061, 'USDT': 2149113.8591050007, 'DAI': 279246.4746600453, 'USDC': 2623752.353865001, 'MATIC': 121399.76945614669, 'UNI': 426131.47121689183}"
0xAb7B44AE25af88D306DC0A5C6c39bBEB8916EabB,4726081.879622024,"{'WETH': 2879.7628987207686, 'USDT': 2764763.543751, 'DAI': 290788.5528699592, 'USDC': 2413946.320293, 'MATIC': 125717.1154198838, 'UNI': 388525.6746702492}"
0x74d02d1FeBBE6DFDCC318d386b3473bEDbED6fbF,4698485.191961609,"{'WETH': 2894.3078816341012, 'USDT': 2675404.508883, 'DAI': 338608.96972284885, 'USDC': 2574518.2601840002, 'MATIC': 116659.19060407468, 'UNI': 396262.886760841}"
0x17B4051556118ed22424b9230725b08E4acd939F,4659921.466876666,"{'WETH': 2879.797157423365, 'USDT': 2774639.0291859997, 'DAI': 402782.5502818405, 'USDC': 2481015.96198, 'MATIC': 212577.86153315823, 'UNI': 375776.13627092086}"
0xC140485899C3e0C739Dd5E0f480317695ae274Af,4624362.880261146,"{'WETH': 3622.941381603701, 'USDT': 5724668.860502, 'DAI': 911341.7891194073, 'USDC': 3892825.2615479995, 'MATIC': 38027.48219264975, 'UNI': 26269.02418865215}"
0xCf5a33920272e28F220d14c84416474de53f30B9,4484116.758213426,"{'WETH': 2661.5524392419547, 'USDT': 2747262.8899769997, 'DAI': 517710.1135394578, 'USDC': 1849860.2515110006, 'MATIC': 215627.32337608785, 'UNI': 345094.27695190953}"
0x0124D0fA0DfB1430dFcff16eC6A96945E7a0BC10,4468953.912883801,"{'WETH': 6035.085966339593, 'USDT': 10353537.767138999, 'DAI': 154660.23703490355, 'USDC': 3245429.5831209994, 'MATIC': 373547.351838738, 'UNI': 11701.298342738202}"
0x4FA75ea1571010B0b6327FC39101Be4BAEC37cce,4345041.399032314,"{'WETH': 2688.5159656043015, 'USDT': 1734877.3338259996, 'DAI': 194409.4680090545, 'USDC': 2506484.5358540006, 'MATIC': 115851.77071344038, 'UNI': 452689.10388218553}"
0x2c0aca65aB8e5A53c3b45458Fe34EBb231C3370E,4324622.497198757,"{'WETH': 2680.8102735839084, 'USDT': 2480083.575361, 'DAI': 459052.1930868621, 'USDC': 1799559.6470089997, 'MATIC': 175172.7331825894, 'UNI': 415218.56685401895}"
0x1a54220656FA426a20331141324260398A549314,4205356.9211238185,"{'WETH': 3210.8628648087333, 'USDT': 5429452.776628, 'DAI': 462884.7814146756, 'USDC': 3154484.999506, 'MATIC': 8523.587917299828, 'UNI': 24963.373172680098}"
0x520c602cb82538e9eb71d0310449F3e2EAFa9d18,4128720.5754297683,"{'WETH': 2759.5531540995567, 'USDT': 4696130.900403999, 'DAI': 717767.8041040653, 'USDC': 2822433.508720999, 'MATIC': 7835.670961581248, 'UNI': 9771.953579343744}"
0xfc23b61db3a1dCE083e82Da5A2CcFd91A2211f7C,3958532.565188244,"{'WETH': 2835.107033919018, 'USDT': 3045019.202799999, 'DAI': 1113303.7517571705, 'USDC': 4144982.623345999, 'MATIC': 57911.75552448039, 'UNI': 11172.184248262796}"
0x77eB9084CE8168901bcb11F14f02A7aAb36fCd0c,3901183.4748213305,"{'WETH': 3346.1711799036757, 'USDT': 6753915.490652999, 'DAI': 1271638.1357794642, 'USDC': 2058909.1911810003, 'MATIC': 14468.649177453348, 'UNI': 12839.023457651749}"
0x64bbde373e909501de1309231336761AdEaA07d5,3897599.1297095264,"{'WETH': 3619.643965905973, 'USDT': 6871171.567931999, 'DAI': 979540.8297236377, 'USDC': 2903906.431296, 'MATIC': 60818.96409859446, 'UNI': 21926.73989759404}"
0x5687872EB3cba26ee20945E62647b438D309Ff0E,3776778.273126414,"{'WETH': 3613.485629834296, 'USDT': 4830404.029213, 'DAI': 1002219.9461505975, 'USDC': 4848612.710333999, 'MATIC': 42372.55570030659, 'UNI': 6208.796328404378}"
0xFA1d4cE9f0423bF353795Ba85b47c3Bb46E9a69F,3717685.548712963,"{'WETH': 2891.207692807501, 'USDT': 3571021.479213, 'DAI': 1212317.3732041386, 'USDC': 2945309.6751429993, 'MATIC': 6928.332401961918, 'UNI': 104087.23012200074}"
0xD295879063BE7A6c49F7327AfaA831a4f3f64882,3626898.1024062205,"{'WETH': 3392.1569802790864, 'USDT': 5791464.906598002, 'DAI': 1225697.6702422749, 'USDC': 2981143.9419210004, 'MATIC': 21585.98232138493, 'UNI': 1257.6343960596746}"
0xba4FF5f9D6508000B7Fd0035bD616aaEC070384F,3611259.5769094094,"{'WETH': 3011.354757503734, 'USDT': 3933315.034592, 'DAI': 1238348.4640658791, 'USDC': 3740090.3827680014, 'MATIC': 28218.128667297155, 'UNI': 1514.3691610289238}"
0x368dEC1eB6e533119F8740c15613144bf5a668cA,3556189.726576373,"{'WETH': 2535.786042560195, 'USDT': 3025232.0223180004, 'DAI': 880897.7441139221, 'USDC': 3571417.4503129995, 'MATIC': 18602.99076890459, 'UNI': 5717.4165880559685}"
0x3fbAEa01B228368E67ca40d8cb195018Fd095318,3493471.5491313925,"{'WETH': 3447.6079526128024, 'USDT': 6643428.321613, 'DAI': 739557.1639454889, 'USDC': 2770542.12787, 'MATIC': 33395.83123128481, 'UNI': 8755.97951103007}"
0xBea0789DB483cD119bc116BDA3519a3ad620b1C2,3454346.609753753,"{'WETH': 2595.217452144391, 'USDT': 3476657.439284999, 'DAI': 581585.6787474954, 'USDC': 4589065.102939001}"
0x8e2400A8822Fe2Da5a8C52B7F7B412ACb49813c8,3373029.741482053,"{'WETH': 3065.390596712584, 'USDT': 3709697.913812999, 'DAI': 987499.665260371, 'USDC': 4217671.400192001, 'MATIC': 60990.15219995995, 'UNI': 7046.879681223159}"
0x0B275aAeb7e834520f34A24027091edBa49B7a58,3343661.9422730296,"{'WETH': 2411.808600980199, 'USDT': 3691552.5902999993, 'DAI': 588314.3476085458, 'USDC': 2690582.992117, 'MATIC': 73320.93113916669, 'UNI': 26052.3090796619}"
0x421125ca608A35458B2C99DA39CD55B70bA202a4,3308464.3713826463,"{'WETH': 3037.1533724872465, 'USDT': 5036027.065967001, 'DAI': 1255253.9188881959, 'USDC': 2846330.8806769997, 'MATIC': 39907.15200630509, 'UNI': 8489.30135965874}"
0x09e0781A47e9FD2b6258Be09bd074f42022b9760,3177678.8767559067,"{'WETH': 2263.9356597233923, 'USDT': 5005624.811378, 'DAI': 29952.814793706635, 'USDC': 1539024.6990920003, 'MATIC': 35503.800674122496, 'UNI': 12240.151207711286}"
0x1335d0a7cbA7e5742399b0C94305136E8f4bc2a8,3145705.678746188,"{'WETH': 2746.143818497123, 'USDT': 5099386.064874001, 'USDC': 2731556.959037001}"
0x36d63E35446bAf55893a710cFE6dBDd300ECe496,3106297.978847719,"{'WETH': 2889.9289858838915, 'USDT': 5244351.893364999, 'USDC': 2973051.4345760015}"
0x644f5B7BDf98BeD71fDd8619975Db13Fd30EfEbF,3064522.7503429106,"{'WETH': 2392.7488826572794, 'USDT': 3604882.783574, 'DAI': 574220.4021197928, 'USDC': 3785814.3652080004}"
0x76DD32063b2899A59F6E15dBC474a160Cc922751,3008663.9371090075,"{'WETH': 2693.090829467956, 'USDT': 2836775.737607, 'DAI': 724829.0688340036, 'USDC': 4366671.811140001, 'MATIC': 13033.717468650586, 'UNI': 7315.612595551571}"
0xf621b27508B5bc902ff553D0323105C59351A634,3001746.6473753364,"{'WETH': 2288.098226520527, 'USDT': 2603764.086391, 'DAI': 1666276.6335155691, 'USDC': 2261037.5658500004, 'MATIC': 36747.73909901386, 'UNI': 11027.560152117134}"
0x5a243879D1A43F48042c33BBC8051c69756F67D4,2976537.819627665,"{'WETH': 2641.7465565659454, 'USDT': 4289428.46281, 'DAI': 762185.6190857876, 'USDC': 2781361.5798200006, 'MATIC': 18306.599165062973, 'UNI': 4600.912621791181}"
